player_id,player,age,height_in,weight_lb,wingspan_in,years_experience,min_salary,max_salary
1642403,Isaac Jones,25.0,80,245.0,87.0,1,2048494,38661750
1630171,Isaac Okoro,25.0,76,225.0,80.05149968959479,5,2667944,38661750
1642268,Isaiah Collier,21.0,76,210.0,76.75,1,2048494,38661750
1642384,Isaiah Crawford,24.0,78,220.0,82.01972299277821,1,2048494,38661750
1628392,Isaiah Hartenstein,28.0,84,250.0,87.92439290232849,7,3080921,46394100
1630543,Isaiah Jackson,24.0,80,205.0,83.98794629596165,4,2461463,38661750
1630198,Isaiah Joe,26.0,76,165.0,79.5,5,2667944,38661750
1630587,Isaiah Livers,27.0,78,232.0,81.25,4,2461463,38661750
1641815,Isaiah Stevens,25.0,71,185.0,75.13094143163623,1,2048494,38661750
1630191,Isaiah Stewart,25.0,80,250.0,88.75,5,2667944,38661750
1627826,Ivica Zubac,29.0,84,240.0,87.92439290232849,9,3303774,46394100
1631120,JD Davison,23.0,73,195.0,78.5,3,2378870,38661750
1629630,Ja Morant,26.0,74,174.0,78.08327638641137,6,2874436,38661750
1642266,Ja'Kobe Walter,21.0,76,180.0,82.0,1,2048494,38661750
1631095,Jabari Smith Jr.,23.0,83,220.0,86.94028125073677,3,2378870,38661750
1631133,Jabari Walker,23.0,79,237.0,82.75,3,2378870,38661750
1631210,Jacob Toppin,26.0,81,200.0,84.97205794755335,2,2296274,38661750
1630702,Jaden Hardy,23.0,75,198.0,79.06738803800309,3,2378870,38661750
1631093,Jaden Ivey,24.0,75,195.0,79.06738803800309,3,2378870,38661750
1630183,Jaden McDaniels,25.0,81,185.0,84.97205794755335,5,2667944,38661750
1630256,Jae'Sean Tate,30.0,76,230.0,80.05149968959479,5,2667944,38661750
1642942,Jahmai Mashack,23.0,76,203.0,80.05149968959479,0,1272870,38661750
1642443,Jahmir Young,25.0,72,185.0,76.11505308322795,1,2048494,38661750
1643141,Jahmyl Telfort,25.0,79,,83.00383464436993,0,1272870,38661750
1631170,Jaime Jaquez Jr.,25.0,78,225.0,81.5,2,2296274,38661750
1631222,Jake LaRavia,24.0,79,235.0,81.5,3,2378870,38661750
1627751,Jakob Poeltl,30.0,84,253.0,86.75,9,3303774,46394100
1628973,Jalen Brunson,29.0,74,190.0,76.0,7,3080921,46394100
1631105,Jalen Duren,22.0,82,250.0,85.95616959914507,3,2378870,38661750
1630224,Jalen Green,24.0,76,186.0,80.05149968959479,4,2461463,38661750
1630552,Jalen Johnson,24.0,80,219.0,84.25,4,2461463,38661750
1629618,Jalen Pickett,26.0,74,202.0,79.25,2,2296274,38661750
1641771,Jalen Slawson,26.0,79,215.0,83.75,2,2296274,38661750
1630188,Jalen Smith,26.0,80,244.0,86.25,5,2667944,38661750
1630591,Jalen Suggs,24.0,77,205.0,81.03561134118651,4,2461463,38661750
1631114,Jalen Williams,25.0,77,211.0,86.25,3,2378870,38661750
1630592,Jalen Wilson,25.0,78,220.0,80.0,2,2296274,38661750
1631288,Jamal Cain,27.0,79,191.0,83.00383464436993,3,2378870,38661750
1627750,Jamal Murray,29.0,76,215.0,80.05149968959479,9,3303774,46394100
1642347,Jamal Shead,23.0,73,200.0,75.0,1,2048494,38661750
1631123,Jamaree Bouyea,26.0,74,180.0,78.08327638641137,3,2378870,38661750
201935,James Harden,36.0,77,220.0,82.75,16,3634153,54126450
1630164,James Wiseman,25.0,83,240.0,86.94028125073677,5,2667944,38661750
1642364,Jamir Watkins,24.0,78,210.0,82.75,0,1272870,38661750
1642419,Jamison Battle,25.0,79,220.0,83.00383464436993,1,2048494,38661750
1641716,Jarace Walker,22.0,79,235.0,86.5,2,2296274,38661750
1642272,Jared McCain,22.0,75,195.0,75.5,1,2048494,38661750
1628991,Jaren Jackson Jr.,26.0,82,242.0,89.25,7,3080921,46394100
1629020,Jarred Vanderbilt,27.0,80,214.0,83.98794629596165,7,3080921,46394100
1628386,Jarrett Allen,28.0,81,243.0,89.25,8,3287409,46394100
1642859,Jase Richardson,20.0,73,180.0,78.0,0,1272870,38661750
1642914,Javon Small,23.0,73,190.0,76.75,0,1272870,38661750
1631451,Javonte Cooke,26.0,78,185.0,82.01972299277821,0,1272870,38661750
1629750,Javonte Green,32.0,77,205.0,81.03561134118651,6,2874436,38661750
1629637,Jaxson Hayes,26.0,84,220.0,87.5,6,2874436,38661750
1630643,Jay Huff,28.0,85,240.0,88.9085045539202,4,2461463,38661750
1627759,Jaylen Brown,29.0,78,223.0,83.75,9,3303774,46394100
1641740,Jaylen Clark,24.0,77,205.0,81.0,2,2296274,38661750
1642377,Jaylen Wells,22.0,79,,79.25,1,2048494,38661750
1631119,Jaylin Williams,23.0,81,240.0,85.0,3,2378870,38661750
1642281,Jaylon Tyson,23.0,78,215.0,80.0,1,2048494,38661750
1643257,Jayson Kent,24.0,80,215.0,83.98794629596165,0,1272870,38661750
1628369,Jayson Tatum,28.0,80,210.0,83.98794629596165,8,3287409,46394100
201145,Jeff Green,39.0,80,235.0,85.25,18,3634153,54126450
203924,Jerami Grant,32.0,79,213.0,86.75,11,3634153,54126450
1642847,Jeremiah Fears,19.0,75,190.0,77.25,0,1272870,38661750
1630526,Jeremiah Robinson-Earl,25.0,81,240.0,81.75,4,2461463,38661750
1631110,Jeremy Sochan,23.0,80,230.0,83.98794629596165,3,2378870,38661750
1630579,Jericho Sims,27.0,82,250.0,87.25,4,2461463,38661750
1641724,Jett Howard,22.0,80,215.0,83.98794629596165,2,2296274,38661750
1628975,Jevon Carter,30.0,72,190.0,76.25,7,3080921,46394100
202710,Jimmy Butler III,36.0,78,230.0,79.5,14,3634153,54126450
1642866,Joan Beringer,19.0,83,230.0,88.5,0,1272870,38661750
1629111,Jock Landale,30.0,83,255.0,86.94028125073677,4,2461463,38661750
204060,Joe Ingles,38.0,80,220.0,83.98794629596165,11,3634153,54126450
203954,Joel Embiid,32.0,84,270.0,87.92439290232849,11,3634153,54126450
1628381,John Collins,28.0,81,226.0,83.25,8,3287409,46394100
1629723,John Konchar,30.0,77,210.0,81.03561134118651,6,2874436,38661750
1642967,John Poulakidas,23.0,78,205.0,82.01972299277821,0,1272870,38661750
1642910,John Tonje,25.0,76,218.0,81.0,0,1272870,38661750
1641780,Johni Broome,23.0,81,244.0,84.25,0,1272870,38661750
1642277,Johnny Furphy,21.0,80,200.0,80.0,1,2048494,38661750
1630548,Johnny Juzang,25.0,79,226.0,82.5,3,2378870,38661750
202685,Jonas Valančiūnas,34.0,83,265.0,86.94028125073677,13,3634153,54126450
1628371,Jonathan Isaac,28.0,82,230.0,85.95616959914507,8,3287409,46394100
1630228,Jonathan Kuminga,23.0,79,225.0,83.00383464436993,4,2461463,38661750
1642367,Jonathan Mogbo,24.0,81,225.0,86.0,1,2048494,38661750
203903,Jordan Clarkson,33.0,77,194.0,80.0,11,3634153,54126450
1630692,Jordan Goodwin,27.0,75,215.0,79.06738803800309,4,2461463,38661750
1641722,Jordan Hawkins,24.0,77,190.0,78.75,2,2296274,38661750
1629162,Jordan McLaughlin,30.0,71,185.0,75.13094143163623,6,2874436,38661750
1641757,Jordan Miller,26.0,77,194.0,83.75,2,2296274,38661750
1629673,Jordan Poole,26.0,76,194.0,78.75,6,2874436,38661750
1641775,Jordan Walsh,22.0,78,205.0,85.75,2,2296274,38661750
1630631,Jose Alvarado,28.0,72,179.0,76.11505308322795,4,2461463,38661750
1630581,Josh Giddey,23.0,79,214.0,83.00383464436993,4,2461463,38661750
1630182,Josh Green,25.0,78,200.0,81.75,5,2667944,38661750
1628404,Josh Hart,31.0,77,215.0,80.25,8,3287409,46394100
1631169,Josh Minott,23.0,80,205.0,83.98794629596165,3,2378870,38661750
1642490,Josh Oduro,25.0,81,240.0,84.97205794755335,0,1272870,38661750
1629006,Josh Okogie,27.0,76,213.0,84.0,7,3080921,46394100
201950,Jrue Holiday,35.0,76,220.0,79.0,16,3634153,54126450
1630577,Julian Champagnie,24.0,79,217.0,82.0,3,2378870,38661750
1641763,Julian Phillips,22.0,78,201.0,83.5,2,2296274,38661750
1642882,Julian Reese,22.0,81,230.0,84.97205794755335,0,1272870,38661750
1631124,Julian Strawther,24.0,78,205.0,81.25,2,2296274,38661750
203944,Julius Randle,31.0,81,250.0,84.0,11,3634153,54126450
1630551,Justin Champagnie,24.0,78,206.0,81.5,4,2461463,38661750
1642348,Justin Edwards,22.0,79,217.0,82.0,1,2048494,38661750
203994,Jusuf Nurkić,31.0,83,290.0,86.94028125073677,11,3634153,54126450
1642354,KJ Simpson,23.0,74,189.0,76.5,1,2048494,38661750
1642955,Kadary Richmond,24.0,78,205.0,82.01972299277821,0,1272870,38661750
1642880,Kam Jones,24.0,76,200.0,78.0,0,1272870,38661750
1626157,Karl-Anthony Towns,30.0,84,248.0,87.92439290232849,10,3634153,54126450
1631255,Karlo Matković,25.0,82,231.0,85.95616959914507,1,2048494,38661750
1642857,Kasparas Jakučionis,20.0,77,200.0,79.75,0,1272870,38661750
202695,Kawhi Leonard,34.0,78,225.0,87.0,14,3634153,54126450
1630811,Keaton Wallace,27.0,75,185.0,79.06738803800309,1,2048494,38661750
1631099,Keegan Murray,25.0,80,225.0,83.98794629596165,3,2378870,38661750
1642276,Kel'el Ware,22.0,84,230.0,88.5,1,2048494,38661750
1629640,Keldon Johnson,26.0,78,220.0,81.25,6,2874436,38661750
203482,Kelly Olynyk,35.0,84,240.0,81.75,12,3634153,54126450
1626162,Kelly Oubre Jr.,30.0,80,210.0,86.25,10,3634153,54126450
1631113,Kennedy Chandler,23.0,72,170.0,77.25,3,2378870,38661750
1629026,Kenrich Williams,31.0,79,210.0,79.25,7,3080921,46394100
203484,Kentavious Caldwell-Pope,33.0,77,204.0,80.0,12,3634153,54126450
1631165,Keon Ellis,26.0,76,175.0,80.5,3,2378870,38661750
1642352,Keshad Johnson,24.0,78,225.0,82.25,1,2048494,38661750
1642933,Keshon Gilbert,22.0,76,200.0,80.05149968959479,0,1272870,38661750
201142,Kevin Durant,37.0,83,240.0,88.75,18,3634153,54126450
1628989,Kevin Huerter,27.0,78,190.0,79.5,7,3080921,46394100
201567,Kevin Love,37.0,82,251.0,83.25,17,3634153,54126450
1641755,Kevin McCullar Jr.,25.0,78,210.0,81.0,1,2048494,38661750
1629645,Kevin Porter Jr.,26.0,77,203.0,81.0,6,2874436,38661750
1626172,Kevon Looney,30.0,81,222.0,87.5,10,3634153,54126450
1641718,Keyonte George,22.0,76,185.0,80.05149968959479,2,2296274,38661750
1642863,Khaman Maluach,19.0,85,250.0,90.75,0,1272870,38661750
203114,Khris Middleton,34.0,79,222.0,82.75,13,3634153,54126450
1630165,Killian Hayes,24.0,76,195.0,80.05149968959479,5,2667944,38661750
202691,Klay Thompson,36.0,77,220.0,81.0,14,3634153,54126450
1641738,Kobe Brown,26.0,79,250.0,84.75,2,2296274,38661750
1641723,Kobe Bufkin,22.0,76,195.0,79.75,2,2296274,38661750
1642920,Kobe Sanders,24.0,80,207.0,80.25,0,1272870,38661750
1642886,Koby Brea,23.0,77,215.0,77.25,0,1272870,38661750
1642851,Kon Knueppel,20.0,78,215.0,78.25,0,1272870,38661750
1627739,Kris Dunn,32.0,75,205.0,81.5,9,3303774,46394100
1631200,Kris Murray,25.0,80,218.0,83.75,2,2296274,38661750
204001,Kristaps Porziņģis,30.0,86,240.0,89.89261620551191,10,3634153,54126450
203937,Kyle Anderson,32.0,80,230.0,86.75,11,3634153,54126450
1642271,Kyle Filipowski,22.0,83,250.0,82.5,1,2048494,38661750
1628398,Kyle Kuzma,30.0,80,221.0,84.25,8,3287409,46394100
200768,Kyle Lowry,40.0,72,196.0,76.11505308322795,19,3634153,54126450
1642273,Kyshawn George,22.0,80,200.0,82.25,1,2048494,38661750
1643018,LJ Cryer,24.0,72,,76.11505308322795,0,1272870,38661750
1630163,LaMelo Ball,24.0,79,180.0,83.00383464436993,5,2667944,38661750
1642950,Lachlan Olbrich,22.0,80,236.0,83.25,0,1272870,38661750
1629013,Landry Shamet,29.0,77,190.0,78.75,7,3080921,46394100
1626204,Larry Nance Jr.,33.0,78,245.0,82.01972299277821,10,3634153,54126450
1628374,Lauri Markkanen,29.0,85,240.0,88.9085045539202,8,3287409,46394100
1643133,Lawson Lovering,23.0,84,,87.92439290232849,0,1272870,38661750
2544,LeBron James,41.0,81,250.0,84.25,22,3634153,54126450
1641778,Leaky Black,26.0,78,209.0,82.01972299277821,2,2296274,38661750
1631159,Leonard Miller,22.0,82,220.0,86.0,2,2296274,38661750
1642862,Liam McNeeley,20.0,79,210.0,80.5,0,1272870,38661750
1630322,Lindy Waters III,28.0,77,210.0,81.03561134118651,4,2461463,38661750
1628366,Lonzo Ball,28.0,77,190.0,81.03561134118651,8,3287409,46394100
1631351,Lucas Williamson,27.0,76,205.0,80.05149968959479,0,1272870,38661750
1629652,Luguentz Dort,27.0,76,220.0,80.5,6,2874436,38661750
1629029,Luka Dončić,27.0,80,230.0,83.98794629596165,7,3080921,46394100
1630568,Luka Garza,27.0,82,243.0,85.5,4,2461463,38661750
1628379,Luke Kennard,29.0,77,206.0,77.25,8,3287409,46394100
1628436,Luke Kornet,30.0,85,250.0,88.9085045539202,8,3287409,46394100
1631247,Luke Travers,24.0,78,207.0,82.01972299277821,1,2048494,38661750
1630644,Mac McClung,27.0,74,185.0,78.08327638641137,4,2461463,38661750
1641869,Malachi Smith,26.0,76,205.0,80.05149968959479,0,1272870,38661750
1631103,Malaki Branham,23.0,76,180.0,82.0,3,2378870,38661750
1642502,Malevy Leons,26.0,81,210.0,84.97205794755335,1,2048494,38661750
1628370,Malik Monk,28.0,75,200.0,79.06738803800309,8,3287409,46394100
1630699,MarJon Beauchamp,25.0,79,199.0,84.75,3,2378870,38661750
1631204,Marcus Sasser,25.0,73,195.0,79.0,2,2296274,38661750
203935,Marcus Smart,32.0,75,220.0,81.25,11,3634153,54126450
1641813,Mark Sears,24.0,72,185.0,74.0,0,1272870,38661750
1631109,Mark Williams,24.0,85,240.0,90.5,3,2378870,38661750
1628365,Markelle Fultz,28.0,76,209.0,80.05149968959479,8,3287409,46394100
1628963,Marvin Bagley III,27.0,82,235.0,85.95616959914507,7,3080921,46394100
203486,Mason Plumlee,36.0,84,254.0,83.0,12,3634153,54126450
1641824,Matas Buzelis,21.0,80,196.0,82.0,1,2048494,38661750
1629680,Matisse Thybulle,29.0,77,202.0,81.03561134118651,6,2874436,38661750
1631108,Max Christie,23.0,77,190.0,80.75,3,2378870,38661750
1642917,Max Shulga,23.0,76,210.0,77.75,0,1272870,38661750
1629622,Max Strus,30.0,77,215.0,81.03561134118651,6,2874436,38661750
1628467,Maxi Kleber,34.0,82,240.0,85.95616959914507,8,3287409,46394100
1642875,Maxime Raynaud,23.0,85,250.0,85.25,0,1272870,38661750
1642877,Micah Peavy,24.0,79,215.0,79.25,0,1272870,38661750
1630695,Micah Potter,28.0,81,248.0,84.97205794755335,4,2461463,38661750
1629008,Michael Porter Jr.,27.0,82,218.0,84.25,7,3080921,46394100
1628969,Mikal Bridges,29.0,78,209.0,82.01972299277821,7,3080921,46394100
201144,Mike Conley,38.0,73,175.0,77.75,18,3634153,54126450
1628970,Miles Bridges,28.0,79,225.0,81.5,7,3080921,46394100
1642939,Miles Kelly,23.0,76,190.0,80.05149968959479,0,1272870,38661750
1630540,Miles McBride,25.0,74,195.0,80.75,4,2461463,38661750
1629011,Mitchell Robinson,28.0,84,240.0,87.92439290232849,7,3080921,46394100
1628964,Mo Bamba,28.0,84,231.0,94.0,7,3080921,46394100
1642885,Mohamed Diawara,21.0,81,225.0,84.97205794755335,0,1272870,38661750
1628420,Monte Morris,30.0,74,183.0,76.0,8,3287409,46394100
1629021,Moritz Wagner,29.0,83,245.0,84.0,7,3080921,46394100
1630541,Moses Moody,24.0,77,211.0,84.75,4,2461463,38661750
1631338,Mouhamadou Gueye,27.0,81,210.0,84.97205794755335,2,2296274,38661750
1631243,Mouhamed Gueye,23.0,83,210.0,87.25,2,2296274,38661750
1630619,Moussa Cisse,23.0,83,220.0,86.94028125073677,0,1272870,38661750
1631217,Moussa Diabaté,24.0,82,210.0,86.5,3,2378870,38661750
1626167,Myles Turner,30.0,83,250.0,88.0,10,3634153,54126450
1642066,Myron Gardner,25.0,77,220.0,81.03561134118651,0,1272870,38661750
1642368,N'Faly Dante,24.0,83,230.0,90.0,1,2048494,38661750
1641772,Nae'Qwan Tomlin,25.0,80,210.0,86.5,1,2048494,38661750
1630230,Naji Marshall,28.0,78,220.0,84.75,5,2667944,38661750
1631466,Nate Williams,27.0,77,205.0,81.03561134118651,3,2378870,38661750
1629675,Naz Reid,26.0,81,264.0,87.25,6,2874436,38661750
1629674,Neemias Queta,26.0,84,248.0,88.0,4,2461463,38661750
1629651,Nic Claxton,27.0,83,215.0,86.5,6,2874436,38661750
1630208,Nick Richards,28.0,83,245.0,86.25,5,2667944,38661750
1641733,Nick Smith Jr.,22.0,74,185.0,78.08327638641137,2,2296274,38661750
1629638,Nickeil Alexander-Walker,27.0,77,205.0,81.5,6,2874436,38661750
201587,Nicolas Batum,37.0,79,230.0,83.00383464436993,17,3634153,54126450
1628502,Nigel Hayes-Davis,31.0,79,254.0,87.0,8,3287409,46394100
203999,Nikola Jokić,31.0,83,284.0,86.94028125073677,10,3634153,54126450
1631107,Nikola Jović,22.0,82,205.0,84.25,3,2378870,38661750
1642260,Nikola Topić,20.0,78,200.0,77.5,1,2048494,38661750
202696,Nikola Vučević,35.0,81,265.0,88.5,14,3634153,54126450
1642363,Nique Clifford,24.0,77,175.0,80.0,0,1272870,38661750
1642855,Noa Essengue,19.0,80,194.0,85.0,0,1272870,38661750
1641730,Noah Clowney,21.0,82,210.0,85.95616959914507,2,2296274,38661750
1642869,Noah Penda,21.0,79,215.0,83.5,0,1272870,38661750
1642849,Nolan Traore,20.0,75,185.0,80.0,0,1272870,38661750
1641807,Norchad Omier,24.0,79,248.0,83.00383464436993,0,1272870,38661750
1626181,Norman Powell,33.0,75,215.0,82.75,10,3634153,54126450
1628384,OG Anunoby,28.0,79,240.0,86.25,8,3287409,46394100
1630167,Obi Toppin,28.0,81,220.0,84.97205794755335,5,2667944,38661750
1630534,Ochai Agbaji,26.0,77,215.0,82.0,3,2378870,38661750
1630846,Olivier Sarr,27.0,82,240.0,85.95616959914507,4,2461463,38661750
